branch,cgpa,tenth_percentage,twelfth_percentage,programming_skill,communication_skill,problem_solving,teamwork,leadership,internships,projects,certifications,hackathons,backlogs,resume_score,aptitude_score,coding_score,communication_test,placement_score,placed
DS,4.69,93.8,85.0,9.5,4.3,7.3,6.6,9.9,0,2,0,3,0,49.7,51.9,77.9,59.5,41.0,0
CSE,6.34,56.4,69.4,3.9,7.6,5.3,8.9,5.9,1,2,2,1,0,55.8,42.4,49.4,71.4,35.7,0
CSE,8.04,60.7,84.8,6.7,6.0,5.8,6.1,7.9,1,3,1,1,0,71.8,54.3,54.4,56.3,59.8,1
EEE,6.74,87.0,84.3,5.8,6.8,7.7,6.3,3.5,1,2,2,0,0,63.3,38.2,56.4,73.0,58.4,1
CSE,7.71,74.8,66.4,5.8,6.0,6.7,7.7,5.5,1,2,1,0,0,53.1,61.3,67.8,63.4,41.8,0
IT,5.53,73.4,71.2,7.6,6.5,6.0,9.4,6.7,2,3,0,0,1,53.8,45.5,75.2,76.7,30.8,0
AIML,8.08,74.1,76.0,9.3,5.7,3.5,6.7,3.4,1,1,3,1,0,85.0,27.0,78.6,62.8,47.7,0
EEE,6.59,64.5,69.3,6.5,4.8,9.0,3.2,5.5,1,4,3,1,0,77.1,77.9,85.8,41.8,60.6,1
ECE,7.21,73.1,63.4,7.3,7.4,4.9,4.7,7.6,0,4,1,2,3,71.6,38.2,66.1,73.9,39.5,0
EEE,7.1,62.2,94.3,6.7,5.4,8.1,7.4,4.8,2,5,1,0,0,75.9,66.4,77.1,56.9,60.2,1
IT,5.8,93.7,51.8,8.0,6.8,6.5,4.8,3.8,1,2,1,0,0,53.8,39.2,75.2,55.4,39.8,0
CSE,5.93,79.6,78.0,5.1,7.2,3.7,5.7,9.1,2,2,3,0,0,68.4,27.7,51.3,83.8,38.0,0
MECH,8.26,79.3,92.7,8.2,5.4,8.6,7.0,3.2,0,3,0,1,3,65.3,72.7,85.8,49.7,40.5,0
MECH,7.64,86.0,64.5,8.2,4.3,6.7,3.3,5.8,1,1,3,3,0,79.0,50.3,79.7,41.7,59.1,1
CIVIL,8.36,100.0,75.3,8.2,10.0,8.7,6.4,4.1,0,0,4,2,0,70.7,67.2,72.9,93.6,77.8,1
CSE,7.56,65.4,86.7,4.7,5.6,5.9,5.3,3.6,0,2,2,1,1,60.9,48.1,51.1,55.9,37.2,0
IT,7.36,55.9,40.0,5.7,7.6,7.5,4.8,7.0,1,3,0,0,1,58.0,63.8,56.3,74.5,27.8,0
CSE,5.3,77.6,74.3,6.5,10.0,2.9,5.8,5.1,2,1,1,0,3,62.4,35.0,54.3,99.2,27.1,0
CSE,6.9,56.1,54.6,3.3,7.9,5.2,5.4,6.3,1,3,0,2,1,59.5,45.5,40.7,73.8,33.9,0
AIML,7.17,73.9,87.5,9.2,6.0,3.8,7.7,1.0,1,2,1,1,0,62.1,41.1,84.8,67.8,44.9,0
IT,9.35,88.5,64.7,6.0,6.4,5.5,8.8,6.5,2,3,3,0,1,90.3,43.1,53.5,62.1,61.0,1
CSE,7.96,96.3,98.2,6.6,5.0,7.1,6.5,4.1,0,2,0,1,0,48.0,37.8,68.3,48.3,40.6,0
CSE,8.89,59.2,62.6,4.8,8.1,5.1,6.1,1.7,1,1,1,0,1,64.3,37.0,49.0,68.6,37.9,0
CSE,7.86,66.7,80.8,3.3,7.5,7.8,6.4,9.3,1,1,2,1,1,56.1,56.2,36.4,75.4,39.7,0
ECE,6.42,82.4,63.6,4.8,5.6,4.6,5.3,6.7,1,1,3,2,1,56.3,36.1,41.9,64.6,42.2,0
CSE,7.33,87.0,71.9,6.4,4.6,7.9,5.1,6.0,1,1,1,0,0,47.0,60.5,61.8,45.2,42.1,0
CSE,7.46,87.7,74.9,7.3,4.1,8.7,4.5,8.0,0,2,3,1,0,72.9,71.6,76.1,52.2,51.5,1
EEE,6.17,95.7,75.3,6.3,8.3,8.1,5.0,6.0,1,5,2,0,0,74.3,59.6,64.7,72.9,65.0,1
IT,6.78,86.7,96.5,6.7,6.7,5.5,9.4,3.9,3,3,2,3,4,81.8,46.1,66.1,61.8,53.3,1
MECH,6.97,76.6,93.6,5.3,6.9,2.2,6.0,5.2,3,4,3,0,0,91.7,20.3,40.8,76.3,57.9,1
CIVIL,8.97,90.7,65.3,7.0,5.0,7.3,2.6,4.1,1,5,0,1,2,72.0,58.7,69.3,46.7,56.7,1
CSE,4.91,78.8,75.6,9.0,3.9,6.0,6.1,4.5,1,2,2,0,0,57.0,36.0,83.0,35.1,32.2,0
DS,8.53,81.3,59.9,7.4,8.2,4.3,4.6,3.0,0,1,2,2,0,65.7,41.9,70.2,80.3,50.7,1
IT,6.17,72.1,56.9,7.6,6.6,5.1,7.1,3.6,1,4,3,0,0,82.7,46.1,81.5,68.3,48.3,0
IT,5.69,79.9,66.3,6.6,8.1,8.9,6.9,7.3,2,3,0,1,1,62.6,69.9,78.1,85.8,54.8,1
IT,8.5,58.4,96.9,3.0,5.8,4.0,7.1,6.2,1,5,1,0,1,79.0,17.8,31.5,57.3,36.4,0
AIML,8.01,90.4,53.1,3.9,6.1,7.1,6.9,4.5,2,3,0,2,1,66.7,59.1,34.3,53.5,42.2,0
MECH,8.58,65.9,82.5,6.9,7.8,6.6,6.4,3.4,1,3,3,0,1,83.7,48.7,64.9,74.9,61.1,1
CSE,8.08,67.3,81.0,6.0,7.8,5.5,4.8,4.7,1,4,3,0,0,85.4,39.8,65.3,75.1,62.0,1
MECH,9.47,50.1,65.3,6.9,7.9,7.4,6.9,2.1,0,3,2,1,1,72.5,58.8,69.5,85.1,63.0,1
IT,7.81,68.1,83.4,9.4,6.0,9.3,8.5,5.8,2,3,0,2,1,67.8,86.1,84.6,53.2,74.5,1
IT,7.03,66.5,83.3,7.5,7.6,5.6,9.7,7.4,3,2,0,1,1,69.1,46.3,69.5,75.9,56.8,1
MECH,7.58,80.6,74.5,8.5,8.5,5.7,6.6,10.0,1,4,2,0,1,82.9,45.0,76.3,84.9,63.2,1
CSE,8.57,62.5,73.0,6.2,6.3,7.4,6.8,3.3,0,3,4,1,0,74.4,54.9,73.1,72.9,64.6,1
ECE,6.34,72.7,71.8,4.4,5.6,7.9,7.8,7.3,3,2,3,1,3,68.1,63.8,46.9,53.9,42.4,0
AIML,6.48,69.8,64.0,5.9,8.9,6.0,9.2,4.1,0,2,3,1,4,57.1,47.6,61.9,84.6,21.3,0
MECH,6.86,56.9,77.2,4.4,5.3,5.6,6.3,3.2,1,3,1,0,1,65.9,49.8,51.2,58.2,26.7,0
MECH,4.88,80.9,68.4,9.1,7.6,2.0,8.0,3.2,0,0,4,3,0,60.3,11.6,68.2,63.1,34.6,0
ECE,7.35,75.4,77.1,7.6,6.4,4.7,5.8,5.8,0,1,3,0,0,62.9,31.3,64.9,59.9,38.6,0
ECE,5.13,78.5,67.1,7.0,3.2,4.0,7.5,3.6,0,2,1,0,0,42.7,28.7,61.4,39.7,11.7,0
AIML,7.26,88.0,66.5,8.5,8.5,7.5,8.5,4.3,1,4,2,0,0,79.4,59.3,83.7,87.4,69.3,1
CIVIL,8.15,78.1,67.9,2.0,1.5,5.7,5.1,4.6,1,2,1,3,4,56.5,45.7,23.0,20.1,16.4,0
IT,6.68,74.0,91.5,7.2,2.9,5.7,6.2,4.0,1,2,2,2,0,67.3,45.2,59.1,22.7,43.8,0
EEE,9.04,89.1,57.1,3.4,7.4,6.2,8.4,3.9,1,4,4,2,1,97.5,41.5,32.3,67.8,61.2,1
CIVIL,5.59,74.1,98.0,6.0,7.4,4.5,7.9,0.6,1,2,1,0,3,55.8,35.7,63.6,83.0,12.7,0
CSE,8.51,71.9,85.0,5.4,5.4,9.2,8.6,5.7,2,1,3,1,2,72.3,78.7,75.8,56.2,56.1,1
IT,7.94,86.0,54.7,7.3,6.8,8.7,8.3,5.6,3,4,2,0,1,83.5,79.5,78.1,67.9,64.0,1
EEE,5.31,68.6,67.5,6.5,1.9,9.3,6.5,3.9,0,3,4,3,0,63.4,82.1,77.8,19.2,53.5,1
EEE,10.0,92.0,53.9,8.7,7.8,7.5,10.0,6.2,0,1,0,1,0,59.1,59.5,87.0,80.1,57.8,1
CIVIL,7.13,79.9,83.4,4.8,6.9,6.1,7.2,8.3,1,4,2,1,2,74.3,47.9,55.5,66.8,52.8,1
AIML,6.23,96.8,91.6,7.4,6.4,9.3,2.4,5.5,0,3,0,0,3,48.7,84.1,83.1,65.3,39.6,0
CSE,5.65,77.3,78.0,6.3,6.5,4.9,6.6,8.2,2,4,1,1,0,63.3,38.4,65.2,59.1,48.0,0
IT,6.96,89.4,90.8,2.7,7.4,4.5,6.3,10.0,0,2,1,1,0,49.0,43.3,33.4,77.8,23.2,0
ECE,7.06,58.3,77.4,4.2,6.4,5.1,8.2,10.0,1,2,1,1,1,52.5,40.2,44.4,76.1,26.1,0
EEE,7.31,93.4,87.6,5.7,3.1,7.2,6.3,3.1,0,3,4,1,0,75.5,38.4,57.1,38.2,56.0,1
CSE,6.87,86.3,78.8,8.2,10.0,4.8,8.6,3.1,1,2,0,1,0,53.7,43.3,79.0,91.2,50.6,1
ECE,7.9,70.3,75.2,6.9,8.7,5.9,7.8,4.6,0,1,1,1,3,52.1,55.0,69.4,90.7,24.1,0
MECH,6.77,88.4,85.1,3.7,4.2,3.2,5.5,5.8,2,1,1,2,0,52.5,22.6,29.3,40.2,24.1,0
CSE,5.07,62.8,73.0,5.7,5.9,7.1,6.8,8.7,3,3,1,0,1,68.8,47.7,68.3,56.6,48.9,0
EEE,7.04,72.0,93.9,10.0,6.1,3.3,5.8,6.8,1,2,0,0,0,61.4,38.7,93.6,61.3,46.6,0
AIML,4.6,67.8,70.9,6.2,8.4,4.4,7.3,3.1,0,0,4,1,2,44.7,34.3,60.0,81.8,21.1,0
CSE,7.59,89.0,82.4,5.3,2.6,8.5,5.8,4.3,1,3,2,0,1,62.5,65.4,68.0,26.6,49.7,0
IT,6.12,93.0,65.8,7.0,5.6,8.4,7.1,5.4,1,2,3,0,0,65.9,71.1,77.8,61.6,45.5,0
EEE,7.38,72.6,54.5,7.5,3.3,6.9,6.6,2.5,0,2,3,0,0,60.5,77.2,71.0,37.3,40.5,0
CIVIL,8.65,62.7,79.7,5.1,6.0,6.7,6.8,5.5,2,3,2,1,0,76.7,57.7,41.4,49.2,60.7,1
ECE,6.16,66.3,51.5,7.0,5.6,5.2,10.0,3.1,0,2,4,0,1,67.9,43.0,53.5,67.0,31.6,0
CSE,8.37,79.1,100.0,5.3,6.6,4.7,6.5,2.2,0,3,4,1,0,70.2,38.4,61.0,73.4,56.5,1
CSE,6.72,78.4,70.4,7.4,5.4,5.5,4.1,3.6,1,0,0,3,0,52.0,57.3,70.3,56.4,40.8,0
CSE,9.13,73.9,74.0,6.3,5.1,3.3,8.5,6.3,0,0,4,2,0,76.1,30.8,54.8,58.8,47.6,0
CSE,6.8,68.0,71.0,7.0,7.6,6.7,8.5,6.3,1,3,2,2,0,74.5,60.3,64.5,75.7,52.9,1
CIVIL,6.28,97.5,76.8,4.5,7.3,6.3,4.0,5.7,0,5,1,0,0,62.4,52.8,48.9,62.7,49.2,0
AIML,7.96,70.6,79.4,4.4,7.5,4.4,5.9,7.5,2,2,2,0,1,72.6,39.7,50.1,74.4,45.3,0
IT,6.72,68.0,64.1,7.9,6.2,9.2,7.7,7.3,1,3,1,0,1,66.9,71.2,75.8,72.6,42.2,0
CIVIL,6.27,91.8,41.8,5.8,5.5,7.4,7.8,5.9,1,1,2,3,0,58.6,60.2,62.1,58.7,37.6,0
CSE,6.67,74.6,60.7,6.6,6.3,7.5,7.0,5.6,0,2,3,1,2,59.8,54.6,86.2,73.5,33.2,0
ECE,7.15,84.1,68.7,5.4,7.4,5.3,7.0,5.8,0,1,0,0,0,43.3,38.1,66.4,83.9,33.2,0
ECE,8.68,67.5,78.6,7.8,2.6,6.2,5.6,5.2,1,4,1,1,1,78.0,53.5,59.2,28.6,45.5,0
CSE,5.07,84.1,77.4,4.8,7.2,7.4,3.4,1.2,0,2,4,0,1,61.1,53.5,40.4,65.5,28.5,0
MECH,7.23,86.8,84.8,5.7,7.1,6.5,10.0,7.8,1,1,1,1,2,47.4,53.0,71.5,70.9,38.6,0
MECH,7.89,64.6,53.6,7.6,6.6,9.2,5.5,6.3,1,3,1,0,2,70.7,71.0,85.3,64.3,56.1,1
ECE,7.41,71.6,63.4,8.3,6.2,5.8,7.3,3.1,0,1,4,0,1,75.7,37.5,78.8,57.5,41.7,0
ECE,8.64,67.1,69.3,5.0,1.9,5.2,6.8,8.4,2,1,4,0,1,77.5,43.8,53.8,27.0,44.7,0
IT,7.12,71.7,94.8,9.9,5.7,7.4,8.3,4.3,3,1,0,0,1,69.8,65.4,92.0,65.5,55.4,1
IT,7.0,97.2,100.0,6.6,9.7,3.8,7.2,5.3,1,5,1,1,0,62.9,19.9,55.9,83.6,56.8,1
ECE,7.85,81.1,57.5,3.9,6.5,8.0,7.2,7.5,3,1,4,1,0,81.6,68.5,52.3,76.6,65.0,1
AIML,7.31,100.0,89.2,6.7,5.9,3.7,3.0,5.9,2,5,1,0,0,72.3,20.9,60.7,53.4,54.2,1
DS,6.77,95.8,76.1,5.2,6.5,7.4,5.7,8.2,0,1,2,1,0,48.8,70.2,62.8,62.8,39.0,0
ECE,7.77,91.6,82.2,6.9,7.1,5.0,8.1,4.8,0,0,1,0,1,49.6,44.3,61.0,74.2,25.7,0
ECE,6.48,95.5,57.8,5.9,7.7,7.1,8.0,8.9,1,4,2,1,3,66.7,46.3,66.5,72.1,46.0,0
MECH,6.53,91.9,92.6,6.1,6.1,7.9,5.6,3.9,1,3,1,0,1,60.6,70.2,67.2,56.8,44.4,0
AIML,6.62,98.5,46.1,4.2,7.3,6.5,4.6,8.1,1,2,2,0,2,60.7,47.0,37.1,65.0,35.6,0
AIML,8.69,84.5,57.9,8.0,9.5,3.9,7.2,1.0,1,2,0,0,0,64.5,23.6,82.0,92.8,51.4,1
CSE,4.0,86.2,71.5,3.7,8.3,4.5,2.6,3.3,1,2,1,1,2,43.1,41.7,28.6,74.0,12.0,0
ECE,7.64,85.9,67.3,3.8,10.0,4.8,5.3,6.1,1,3,1,3,0,51.8,48.2,49.2,97.5,55.6,1
MECH,7.24,72.7,75.3,6.7,5.3,2.6,9.6,4.7,0,3,1,0,2,58.6,24.6,62.3,49.6,20.4,0
MECH,5.35,88.2,66.1,9.2,9.5,8.3,9.2,5.4,2,1,3,0,1,59.7,63.8,94.8,97.5,61.7,1
CSE,7.54,93.1,70.4,5.3,5.1,6.4,7.7,5.6,3,4,4,0,4,92.8,52.6,51.7,46.7,51.3,1
AIML,7.72,70.8,72.6,7.4,7.1,4.0,7.5,3.1,2,2,3,0,2,89.9,27.7,64.7,77.8,46.7,0
CIVIL,7.85,67.7,72.1,8.1,7.8,9.0,4.1,3.3,0,1,2,0,0,66.4,70.3,83.1,79.3,57.1,1
IT,4.28,71.4,76.9,7.6,5.6,4.9,5.9,6.0,0,2,1,0,0,38.3,42.2,61.7,43.3,14.0,0
AIML,8.7,94.3,86.6,5.4,6.7,6.7,6.6,4.2,1,4,1,2,2,69.9,42.0,60.4,71.5,51.5,1
IT,6.39,75.2,65.2,3.8,8.1,4.6,5.9,8.2,3,2,1,0,1,63.3,40.6,37.3,63.5,38.6,0
EEE,7.96,64.8,92.5,1.6,5.2,2.4,6.5,5.1,2,3,3,1,2,76.5,7.6,2.6,46.4,22.9,0
MECH,8.02,65.5,75.6,5.5,9.5,3.6,8.9,6.9,1,4,1,0,0,74.3,18.7,64.2,100.0,54.7,1
CSE,6.24,67.2,91.4,8.4,4.0,5.3,6.2,6.4,0,3,4,0,0,81.8,48.0,79.4,39.0,54.6,1
CIVIL,7.93,69.4,70.5,3.8,10.0,7.9,6.5,4.3,2,3,3,2,0,73.4,56.5,48.1,100.0,77.4,1
CSE,6.78,61.2,63.7,7.4,8.3,6.9,8.1,1.5,2,1,4,1,1,79.0,46.9,68.1,87.1,58.9,1
CIVIL,4.92,85.3,76.0,4.1,6.3,6.5,4.9,7.9,3,3,2,0,0,59.1,49.4,48.1,59.3,44.5,0
CSE,8.48,75.7,100.0,6.2,5.8,2.4,5.7,3.5,1,2,2,0,1,72.4,14.3,59.6,54.3,34.3,0
CSE,6.35,84.4,57.3,7.4,5.6,8.6,5.9,4.7,1,4,1,0,0,69.7,70.8,66.4,65.2,57.0,1
CSE,6.26,50.4,83.8,4.7,6.3,6.6,7.1,5.2,1,1,2,0,1,54.5,54.4,54.9,60.5,28.3,0
CSE,6.76,90.9,77.3,6.3,6.4,6.0,6.5,5.4,3,2,4,3,2,89.0,39.9,55.3,53.0,63.2,1
IT,7.5,77.0,80.3,5.2,8.8,8.4,6.5,7.4,1,1,0,1,0,46.0,53.1,49.1,79.8,46.4,0
IT,7.14,84.0,59.3,7.4,10.0,8.6,6.0,5.5,0,2,1,3,0,49.8,66.9,70.3,96.7,52.2,1
MECH,7.8,96.3,80.9,6.5,6.9,8.4,5.4,5.2,1,1,1,0,1,54.4,76.0,83.3,62.4,46.7,0
CSE,5.73,82.4,78.8,6.1,5.0,5.7,7.9,7.5,2,4,4,1,3,85.0,45.3,65.8,67.1,49.5,0
CSE,6.38,100.0,55.7,9.1,5.5,4.3,6.5,6.7,1,4,0,0,0,72.3,31.6,81.4,52.3,62.6,1
CSE,7.07,55.4,76.7,7.3,6.2,8.1,7.9,4.0,1,3,3,2,1,71.6,78.5,86.7,59.7,51.0,1
CSE,9.29,74.2,71.8,4.6,4.6,3.6,5.3,3.2,2,1,1,0,3,64.0,34.9,37.7,41.2,22.4,0
AIML,7.07,56.4,70.4,5.8,4.4,9.9,6.0,3.9,1,2,3,1,1,69.5,65.4,59.2,50.7,46.5,0
CSE,8.39,81.8,74.4,5.8,10.0,6.3,6.7,5.4,0,5,2,0,2,92.5,47.8,52.9,95.0,49.4,0
ECE,7.24,78.9,89.1,6.2,7.0,4.2,6.8,3.0,2,1,1,1,3,60.1,35.3,70.8,75.1,40.5,0
CSE,6.67,64.9,81.0,10.0,5.0,3.9,8.1,5.7,1,3,2,1,3,79.5,22.3,93.8,60.1,36.4,0
CSE,6.93,100.0,61.4,6.7,8.0,3.8,6.4,5.2,3,2,3,1,1,81.3,27.8,55.8,80.3,55.6,1
MECH,7.01,73.7,81.5,1.9,4.4,6.5,8.1,0.4,3,5,2,0,1,77.2,51.9,23.5,49.4,49.7,0
MECH,7.86,51.5,74.4,4.9,4.5,6.2,7.6,2.7,1,2,2,1,0,58.6,47.7,53.7,41.1,37.4,0
CSE,8.71,86.2,67.0,2.1,5.1,3.9,6.8,0.0,3,0,1,1,0,60.6,21.1,16.9,43.2,37.9,0
CSE,7.6,86.3,58.9,5.3,9.5,5.5,5.6,4.8,1,3,4,0,0,83.3,55.9,52.5,81.9,59.2,1
ECE,8.51,72.2,85.5,2.0,6.0,3.6,8.1,7.6,1,2,0,1,0,47.7,30.9,16.5,63.0,32.5,0
CSE,6.14,87.5,67.6,4.3,2.1,7.3,5.6,1.7,0,3,1,3,0,50.6,51.7,48.2,38.4,28.5,0
CSE,6.74,66.6,86.8,3.0,8.7,6.1,7.0,2.9,0,1,1,3,0,37.6,55.8,41.6,81.7,38.6,0
DS,6.4,73.0,61.0,6.8,5.9,5.5,6.9,5.2,2,2,1,0,0,62.1,43.2,77.3,66.6,44.5,0
MECH,7.55,82.7,100.0,6.0,3.2,3.8,6.7,3.4,2,2,1,2,0,59.6,38.0,44.6,38.4,28.0,0
MECH,6.81,89.1,100.0,6.6,5.9,5.6,6.4,3.4,1,2,2,2,0,76.0,44.2,68.3,60.0,43.7,0
EEE,8.0,75.3,82.0,5.8,7.4,5.4,5.8,6.6,1,4,2,0,0,77.1,31.5,61.9,71.2,62.7,1
EEE,6.18,72.2,91.9,3.2,7.2,6.8,4.6,4.5,1,5,0,1,2,55.5,45.9,37.7,67.0,28.6,0
MECH,7.25,77.5,69.1,7.0,9.7,6.5,9.1,2.5,2,3,1,2,2,78.5,61.3,65.1,94.0,50.0,0
CIVIL,7.96,53.4,67.8,9.8,5.0,7.7,6.3,1.3,0,3,3,1,3,78.1,69.9,90.0,54.6,48.5,0
IT,4.93,74.6,90.5,6.8,6.6,5.3,6.8,9.9,0,2,3,0,1,58.6,31.6,52.1,71.2,25.6,0
CSE,9.53,54.2,77.0,5.1,5.2,2.7,6.8,7.8,2,1,1,1,0,77.2,32.5,52.0,51.4,50.1,1
MECH,6.89,67.9,57.2,3.1,3.7,8.1,8.6,4.6,3,3,2,0,1,81.2,72.9,36.0,39.5,42.7,0
EEE,4.97,60.9,76.0,4.2,8.1,4.4,9.9,5.7,0,1,1,0,1,31.5,30.3,30.6,79.3,6.5,0
AIML,7.37,84.3,59.1,6.9,7.3,4.1,7.2,4.5,2,1,3,2,0,74.4,32.2,65.7,79.2,60.8,1
CIVIL,7.24,69.2,72.6,8.1,7.0,6.1,6.8,6.5,1,3,4,0,2,89.6,31.3,79.6,75.1,51.5,1
MECH,7.11,92.9,88.6,6.5,7.3,6.8,5.3,3.8,0,3,1,2,0,53.1,48.6,71.7,79.6,42.6,0
CSE,8.29,55.8,94.0,7.6,5.3,5.2,4.8,4.4,2,2,3,0,1,82.1,39.8,83.9,47.4,57.2,1
MECH,8.02,75.1,78.6,7.4,4.7,5.2,4.3,6.4,2,3,1,1,0,74.4,43.9,70.0,42.8,58.5,1
CSE,7.53,79.0,92.4,7.0,6.6,5.5,5.8,8.4,0,4,0,1,2,62.6,42.7,64.9,74.8,34.8,0
ECE,7.7,83.9,69.0,4.7,8.6,8.9,3.9,7.0,1,2,2,2,0,68.2,72.2,52.5,89.1,64.5,1
CSE,7.09,100.0,97.1,6.3,9.4,6.2,8.6,8.0,2,3,1,2,0,75.8,41.8,61.1,87.2,61.3,1
CIVIL,9.15,54.4,65.6,4.3,7.9,4.4,7.6,4.9,0,2,3,2,1,68.6,37.5,38.0,73.7,33.2,0
CSE,5.57,68.9,64.5,6.0,6.6,4.4,6.6,4.3,1,5,2,1,3,65.2,48.5,54.0,67.1,35.6,0
ECE,7.35,100.0,69.0,6.7,7.0,5.7,8.7,1.6,0,2,4,0,0,69.0,49.3,59.7,79.0,44.9,0
AIML,7.27,66.9,65.3,9.4,6.5,6.7,5.4,5.6,1,4,1,1,1,69.5,53.5,80.9,58.7,52.3,1
CSE,8.09,83.3,81.7,3.4,4.7,7.1,5.8,6.3,0,4,2,0,0,61.7,51.0,53.4,48.2,41.7,0
MECH,6.27,66.7,91.3,7.0,6.5,6.4,4.1,4.9,1,3,1,0,0,65.6,48.6,78.3,69.5,49.4,0
EEE,5.28,61.3,75.2,9.0,4.1,4.6,8.2,3.9,0,4,1,0,0,52.9,26.3,67.9,43.8,27.7,0
CSE,7.37,68.2,79.0,7.5,6.3,5.4,5.8,8.0,1,2,2,0,1,65.8,31.6,73.2,61.8,38.9,0
IT,7.51,100.0,57.0,7.7,9.4,7.6,7.0,6.8,0,4,3,0,2,80.8,60.2,76.1,100.0,66.6,1
CSE,8.84,64.0,76.3,7.2,8.0,4.0,8.5,8.1,2,3,1,0,1,82.1,36.6,66.5,77.8,53.5,1
EEE,5.8,74.4,98.0,8.6,4.8,5.3,9.1,3.6,1,2,4,1,0,70.4,35.7,69.2,60.2,48.4,0
MECH,8.47,74.9,93.4,3.8,6.4,7.3,7.0,4.1,0,0,2,0,0,47.0,68.2,32.3,63.4,28.0,0
CIVIL,9.8,89.0,60.8,3.2,5.0,7.9,7.6,7.9,3,2,3,0,0,94.6,58.4,41.2,46.0,69.2,1
CIVIL,6.78,91.5,69.3,6.0,6.4,5.8,5.6,5.4,2,4,4,1,1,89.0,45.9,57.0,66.5,68.8,1
ECE,5.78,79.3,100.0,1.7,8.4,5.4,9.5,4.4,1,4,2,0,0,54.4,50.9,20.4,81.2,27.6,0
CSE,6.75,40.0,80.4,8.5,7.7,3.7,6.8,4.5,1,4,0,0,0,65.7,27.0,73.6,68.8,38.3,0
IT,7.22,67.3,94.7,8.4,10.0,7.2,7.1,5.5,0,1,3,1,1,70.2,62.6,86.1,100.0,56.9,1
MECH,7.82,63.6,95.7,5.1,8.6,8.7,6.4,7.5,3,2,3,1,4,78.1,74.2,64.6,86.7,62.3,1
IT,6.55,91.9,60.5,5.3,6.9,10.0,8.8,5.2,0,3,1,2,0,49.1,74.6,55.2,68.7,49.5,0
IT,8.91,66.9,84.4,5.9,7.7,6.9,7.3,7.1,1,3,0,0,1,66.5,50.3,54.5,75.0,48.8,0
IT,5.97,98.2,77.4,6.1,6.1,6.1,8.1,6.4,1,2,0,1,0,43.3,58.6,62.1,72.5,30.4,0
EEE,5.29,82.9,97.6,6.3,4.5,4.5,7.5,3.7,3,3,1,0,0,65.3,46.2,67.5,57.4,48.3,0
ECE,8.42,91.6,100.0,7.1,8.9,2.6,6.7,3.7,1,3,4,0,2,83.7,26.0,60.7,83.1,42.7,0
IT,4.7,100.0,64.2,5.7,8.3,6.5,8.4,4.6,1,3,0,0,0,34.8,45.3,59.3,84.8,36.0,0
EEE,6.98,66.7,100.0,7.9,6.1,10.0,7.5,2.8,2,3,3,1,0,83.1,86.9,73.5,59.9,88.0,1
CSE,10.0,58.6,77.2,6.9,7.0,8.6,5.6,4.5,0,3,3,0,2,83.8,66.7,57.0,73.1,65.6,1
AIML,7.19,80.2,83.2,4.8,8.7,8.3,5.5,8.5,0,1,3,2,0,67.1,56.4,71.1,82.0,49.2,0
AIML,5.97,89.4,40.5,8.7,8.0,6.7,7.2,5.4,0,4,0,2,1,60.2,48.2,84.6,67.8,44.4,0
EEE,7.14,70.0,88.1,3.3,3.9,6.9,8.4,4.0,0,1,2,0,0,44.0,53.3,32.9,37.0,16.9,0
CSE,7.14,78.4,47.0,5.8,6.9,1.6,9.5,9.3,0,3,4,0,0,69.9,21.5,34.7,78.2,30.7,0
ECE,7.38,92.6,73.1,7.9,6.2,7.6,4.3,3.6,1,1,0,1,0,64.7,54.8,88.9,55.8,50.7,1
IT,7.93,91.4,67.8,4.6,8.5,5.1,7.0,3.6,2,3,0,0,0,67.1,33.1,40.0,88.3,50.0,1
AIML,6.06,71.0,81.1,6.6,8.4,4.9,7.7,8.0,3,4,3,2,0,91.7,35.1,56.1,85.2,71.1,1
CSE,9.06,81.3,77.3,7.1,8.9,5.6,7.4,6.8,1,0,2,3,1,63.5,43.7,62.8,83.0,49.7,0
CSE,7.47,66.8,82.6,4.3,4.5,5.5,8.5,5.2,0,5,2,0,0,67.4,49.6,46.2,48.0,51.4,1
AIML,8.0,60.6,91.2,5.9,5.1,4.8,8.0,7.2,2,0,4,2,0,75.4,43.3,61.0,50.0,56.9,1
ECE,6.51,94.3,61.9,5.7,8.5,6.2,5.5,6.1,2,0,3,1,0,69.0,31.8,55.9,79.8,49.4,0
MECH,8.62,52.4,72.3,4.9,5.4,5.1,5.5,3.1,1,4,1,1,1,69.1,38.3,42.1,43.7,42.2,0
DS,6.92,80.3,64.0,10.0,3.8,6.4,7.5,0.7,0,3,1,0,1,67.7,52.1,100.0,40.6,36.2,0
CSE,7.51,73.6,63.0,4.5,7.5,3.4,8.5,4.4,3,1,0,0,2,61.0,20.0,39.1,72.1,22.5,0
CIVIL,6.17,84.6,100.0,8.0,5.5,5.8,7.2,7.7,0,4,1,1,4,55.6,40.1,75.7,57.3,37.6,0
CSE,6.1,69.8,58.5,5.2,9.7,4.1,4.6,4.6,0,3,1,1,3,51.8,37.9,39.4,95.3,15.4,0
ECE,7.96,91.7,64.3,3.8,7.0,5.0,5.4,6.4,2,1,1,3,1,66.0,45.3,44.6,72.5,39.2,0
IT,6.71,75.3,100.0,6.2,6.8,6.5,8.0,5.9,1,4,4,1,1,81.3,50.4,70.2,65.7,56.6,1
